timestamp,Shipping 200,labels,Catalogue 200,Cart 200,Orders 200,Payment 200,User 200,Frontend 405,Frontend 200,Catalogue Latency,Shipping Latency,Cart Latency,Orders Latency,Payment Latency,User Latency,Frontend Latency,anomaly_pause
2020-09-28 10:07:39.160128765,1.694915254237288,,,,,,,,,,,,,,,,1
2020-09-28 10:07:39.160128765,,,,6.779661016949152,,,,,,,,,,,,,1
2020-09-28 10:07:39.160128765,,,,,,1.694915254237288,,,,,,,,,,,1
2020-09-28 10:07:39.160128765,,,,,,,11.864406779661017,,,,,,,,,,1
2020-09-28 10:07:39.160128765,,,,,,,,0,,,,,,,,,1
2020-09-28 10:07:39.160128765,,,,,,,,,35.582327586206894,,,,,,,,1
2020-09-28 10:07:39.160128765,,,,,,,,,,0.0010881209999999975,,,,,,,1
2020-09-28 10:07:39.160128765,,,20.338983050847457,,,,,,,,,,,,,,1
2020-09-28 10:07:39.160128765,,,,,,,,,,,NaN,,,,,,1
2020-09-28 10:07:39.160128765,,,,,,,,,,,,NaN,,,,,1
2020-09-28 10:07:39.160128765,,,,,,,,,,,,,NaN,,,,1
2020-09-28 10:07:39.160128765,,,,,,,,,,,,,,0.0009414761111111109,,,1
2020-09-28 10:07:39.160128765,,,,,,,,,,,,,,,0.002930516666666784,,1
2020-09-28 10:07:39.160128765,,,,,,,,,,,,,,,,NaN,1
2020-09-28 10:07:39.160128765,,,,,1.7058333333333335,,,,,,,,,,,,1
2020-09-28 10:07:40.160128766,,,20.338983050847457,,,,,,,,,,,,,,1
2020-09-28 10:07:40.160128766,,,,,1.7065204678362575,,,,,,,,,,,,1
2020-09-28 10:07:40.160128766,,,,,,,,,35.59254385964913,,,,,,,,1
2020-09-28 10:07:40.160128766,,,,,,,,,,,,,,0.0009439136666666847,,,1
2020-09-28 10:07:40.160128766,,,,,,,,,,,,,NaN,,,,1
2020-09-28 10:07:40.160128766,,,,6.779661016949152,,,,,,,,,,,,,1
2020-09-28 10:07:40.160128766,,,,,,,11.864406779661017,,,,,,,,,,1
2020-09-28 10:07:40.160128766,,,,,,,,,,,NaN,,,,,,1
2020-09-28 10:07:40.160128766,1.694915254237288,,,,,,,,,,,,,,,,1
2020-09-28 10:07:40.160128766,,,,,,,,,,,,NaN,,,,,1
2020-09-28 10:07:40.160128766,,,,,,1.6953750169537498,,,,,,,,,,,1
2020-09-28 10:07:40.160128766,,,,,,,,,,,,,,,0.0024261121111111253,,1
2020-09-28 10:07:40.160128766,,,,,,,,0,,,,,,,,,1
2020-09-28 10:07:40.160128766,,,,,,,,,,,,,,,,NaN,1
2020-09-28 10:07:40.160128766,,,,,,,,,,0.0010334108888888514,,,,,,,1
2020-09-28 10:07:41.160128766,,,,,,,,,,,,,,0.0009366042222222544,,,1
2020-09-28 10:07:41.160128766,,,,,,,,,,,,NaN,,,,,1
2020-09-28 10:07:41.160128766,,,,,,,,,35.60312499999999,,,,,,,,1
2020-09-28 10:07:41.160128766,,,,,1.7072321428571426,,,,,,,,,,,,1
2020-09-28 10:07:41.160128766,,,,,,,,0,,,,,,,,,1
2020-09-28 10:07:41.160128766,,,,,,,,,,0.0010617548888888094,,,,,,,1
2020-09-28 10:07:41.160128766,,,,,,,,,,,,,,,,NaN,1
2020-09-28 10:07:41.160128766,,,,,,,,,,,NaN,,,,,,1
2020-09-28 10:07:41.160128766,1.694915254237288,,,,,,,,,,,,,,,,1
2020-09-28 10:07:41.160128766,,,,,,,,,,,,,,,0.002587363555555555,,1
2020-09-28 10:07:41.160128766,,,,,,1.6948290764876361,,,,,,,,,,,1
2020-09-28 10:07:41.160128766,,,,,,,11.864406779661017,,,,,,,,,,1
2020-09-28 10:07:41.160128766,,,,,,,,,,,,,NaN,,,,1
2020-09-28 10:07:41.160128766,,,,6.779661016949152,,,,,,,,,,,,,1
2020-09-28 10:07:41.160128766,,,20.338983050847457,,,,,,,,,,,,,,1
2020-09-28 10:07:42.160128766,,,20.338983050847457,,,,,,,,,,,,,,1
2020-09-28 10:07:42.160128766,,,,,,,,,,,,,,,,NaN,1
2020-09-28 10:07:42.160128766,,,,,,,,,,,,,,0.00094554977777782,,,1
2020-09-28 10:07:42.160128766,,,,,,,,,,,NaN,,,,,,1
2020-09-28 10:07:42.160128766,,,,,,,,,35.61409090909092,,,,,,,,1
2020-09-28 10:07:42.160128766,,,,,,,,0,,,,,,,,,1
2020-09-28 10:07:42.160128766,,,,,1.7079696969696971,,,,,,,,,,,,1
2020-09-28 10:07:42.160128766,,,,6.779661016949152,,,,,,,,,,,,,1
2020-09-28 10:07:42.160128766,,,,,,,,,,,,NaN,,,,,1
2020-09-28 10:07:42.160128766,,,,,,,,,,0.0010883691111110614,,,,,,,1
2020-09-28 10:07:42.160128766,,,,,,,,,,,,,,,0.0023020078888888033,,1
2020-09-28 10:07:42.160128766,,,,,,,11.864406779661017,,,,,,,,,,1
2020-09-28 10:07:42.160128766,1.694915254237288,,,,,,,,,,,,,,,,1
2020-09-28 10:07:42.160128766,,,,,,,,,,,,,NaN,,,,1
2020-09-28 10:07:42.160128766,,,,,,1.6948865273469942,,,,,,,,,,,1
2020-09-28 10:07:43.160128766,,,,,,1.694915254237288,,,,,,,,,,,1
2020-09-28 10:07:43.160128766,,,,,1.7087345679012342,,,,,,,,,,,,1
2020-09-28 10:07:43.160128766,,,,,,,,,,0.001063651333333255,,,,,,,1
2020-09-28 10:07:43.160128766,,,,,,,,,,,,,,,,NaN,1
2020-09-28 10:07:43.160128766,,,,6.779661016949152,,,,,,,,,,,,,1
2020-09-28 10:07:43.160128766,,,20.338983050847457,,,,,,,,,,,,,,1
2020-09-28 10:07:43.160128766,1.694915254237288,,,,,,,,,,,,,,,,1
2020-09-28 10:07:43.160128766,,,,,,,,,,,,,NaN,,,,1
2020-09-28 10:07:43.160128766,,,,,,,11.864406779661017,,,,,,,,,,1
2020-09-28 10:07:43.160128766,,,,,,,,,35.62546296296297,,,,,,,,1
2020-09-28 10:07:43.160128766,,,,,,,,,,,,,,0.0009471368888888974,,,1
2020-09-28 10:07:43.160128766,,,,,,,,,,,NaN,,,,,,1
2020-09-28 10:07:43.160128766,,,,,,,,,,,,,,,0.002367622555555313,,1
2020-09-28 10:07:43.160128766,,,,,,,,,,,,NaN,,,,,1
2020-09-28 10:07:43.160128766,,,,,,,,0,,,,,,,,,1
2020-09-28 10:07:44.160128766,,,,,,,,,35.6372641509434,,,,,,,,1
2020-09-28 10:07:44.160128766,,,,,,,11.864406779661017,,,,,,,,,,1
2020-09-28 10:07:44.160128766,,,,,,,,,,,,,,,0.0023234395555553375,,1
2020-09-28 10:07:44.160128766,,,,,,,,,,,,NaN,,,,,1
2020-09-28 10:07:44.160128766,,,,,,,,,,0.0010696864444443596,,,,,,,1
2020-09-28 10:07:44.160128766,,,,,1.7095283018867924,,,,,,,,,,,,1
2020-09-28 10:07:44.160128766,,,,6.779661016949152,,,,,,,,,,,,,1
2020-09-28 10:07:44.160128766,,,,,,,,,,,,,,,,NaN,1
2020-09-28 10:07:44.160128766,1.694915254237288,,,,,,,,,,,,,,,,1
2020-09-28 10:07:44.160128766,,,,,,,,,,,NaN,,,,,,1
2020-09-28 10:07:44.160128766,,,,,,1.6948578014304598,,,,,,,,,,,1
2020-09-28 10:07:44.160128766,,,,,,,,,,,,,,0.000941671444444471,,,1
2020-09-28 10:07:44.160128766,,,,,,,,0,,,,,,,,,1
2020-09-28 10:07:44.160128766,,,,,,,,,,,,,NaN,,,,1
2020-09-28 10:07:44.160128766,,,20.338983050847457,,,,,,,,,,,,,,1
2020-09-28 10:07:45.160128766,,,,,,,,,,,NaN,,,,,,1
2020-09-28 10:07:45.160128766,,,,,,,,,,,,,,0.0009524532222222603,,,1
2020-09-28 10:07:45.160128766,,,,,,,,,13.580769230769233,,,,,,,,1
2020-09-28 10:07:45.160128766,,,8.47457627118644,,,,,,,,,,,,,,1
2020-09-28 10:07:45.160128766,0,,,,,,,,,,,,,,,,1
2020-09-28 10:07:45.160128766,,,,,,,,,,,,,,,0.0020144926666664357,,1
2020-09-28 10:07:45.160128766,,,,,,,,,,,,NaN,,,,,1
2020-09-28 10:07:45.160128766,,,,,,,,,,0.0010570199999998902,,,,,,,1
2020-09-28 10:07:45.160128766,,,,,,,,,,,,,,,,NaN,1
2020-09-28 10:07:45.160128766,,,,0,,,,,,,,,,,,,1
2020-09-28 10:07:45.160128766,,,,,,,,,,,,,NaN,,,,1
2020-09-28 10:07:45.160128766,,,,,,,0,,,,,,,,,,1
2020-09-28 10:07:45.160128766,,,,,0,,,,,,,,,,,,1
2020-09-28 10:07:45.160128766,,,,,,1.694915254237288,,,,,,,,,,,1
2020-09-28 10:07:45.160128766,,,,,,,,0,,,,,,,,,1
2020-09-28 10:07:46.160128766,,,,,,,,,,,,,,0.0009442551111111562,,,1
2020-09-28 10:07:46.160128766,,,,,,,,,,,,,,,0.0019789781111108815,,1
2020-09-28 10:07:46.160128766,,,,,0,,,,,,,,,,,,1
2020-09-28 10:07:46.160128766,,,0,,,,,,,,,,,,,,1
2020-09-28 10:07:46.160128766,0,,,,,,,,,,,,,,,,1
2020-09-28 10:07:46.160128766,,,,,,,,,,,,,,,,NaN,1
2020-09-28 10:07:46.160128766,,,,,,,,,,0.0010703885555554868,,,,,,,1
2020-09-28 10:07:46.160128766,,,,,,,,0,,,,,,,,,1
2020-09-28 10:07:46.160128766,,,,,,,,,,,,NaN,,,,,1
2020-09-28 10:07:46.160128766,,,,,,,,,,,NaN,,,,,,1
2020-09-28 10:07:46.160128766,,,,,,,0,,,,,,,,,,1
2020-09-28 10:07:46.160128766,,,,,,,,,5.094607843137256,,,,,,,,1
2020-09-28 10:07:46.160128766,,,,,,,,,,,,,NaN,,,,1
2020-09-28 10:07:46.160128766,,,,,,0,,,,,,,,,,,1
2020-09-28 10:07:46.160128766,,,,0,,,,,,,,,,,,,1
2020-09-28 10:07:47.160128766,,,,,,,,,,0.0011410163333332632,,,,,,,1
2020-09-28 10:07:47.160128766,,,,,0,,,,,,,,,,,,1
2020-09-28 10:07:47.160128766,,,,,,,0,,,,,,,,,,1
2020-09-28 10:07:47.160128766,,,,,,,,,,,,NaN,,,,,1
2020-09-28 10:07:47.160128766,,,,,,,,,,,,,,0.0009506981111111479,,,1
2020-09-28 10:07:47.160128766,,,,,,0,,,,,,,,,,,1
2020-09-28 10:07:47.160128766,,,,,,,,,,,,,,,0.0017078987777774143,,1
2020-09-28 10:07:47.160128766,,,0,,,,,,,,,,,,,,1
2020-09-28 10:07:47.160128766,0,,,,,,,,,,,,,,,,1
2020-09-28 10:07:47.160128766,,,,,,,,0,,,,,,,,,1
2020-09-28 10:07:47.160128766,,,,,,,,,,,NaN,,,,,,1
2020-09-28 10:07:47.160128766,,,,,,,,,0,,,,,,,,1
2020-09-28 10:07:47.160128766,,,,0,,,,,,,,,,,,,1
2020-09-28 10:07:48.160128766,,,0,,,,,,,,,,,,,,1
2020-09-28 10:07:48.160128766,,,,,,,0,,,,,,,,,,1
2020-09-28 10:07:48.160128766,,,,,,,,,,,,,,,0.0020039221111106307,,1
2020-09-28 10:07:48.160128766,,,,,,,,0,,,,,,,,,1
2020-09-28 10:07:48.160128766,,,,,,,,,,,NaN,,,,,,1
2020-09-28 10:07:48.160128766,,,,0,,,,,,,,,,,,,1
2020-09-28 10:07:48.160128766,,,,,,,,,,,,NaN,,,,,1
2020-09-28 10:07:48.160128766,0,,,,,,,,,,,,,,,,1
2020-09-28 10:07:48.160128766,,,,,,,,,,,,,,0.000967379555555592,,,1
2020-09-28 10:07:48.160128766,,,,,,0,,,,,,,,,,,1
2020-09-28 10:07:48.160128766,,,,,0,,,,,,,,,,,,1
2020-09-28 10:07:48.160128766,,,,,,,,,0,,,,,,,,1
2020-09-28 10:07:48.160128766,,,,,,,,,,0.001050992888888855,,,,,,,1
2020-09-28 10:07:49.160128766,,,,,,0,,,,,,,,,,,1
2020-09-28 10:07:49.160128766,,,,,,,,0,,,,,,,,,1
2020-09-28 10:07:49.160128766,,,,,,,0,,,,,,,,,,1
2020-09-28 10:07:49.160128766,,,,,0,,,,,,,,,,,,1
2020-09-28 10:07:49.160128766,,,,,,,,,,,,,,0.0009674424444445033,,,1
2020-09-28 10:07:49.160128766,,,,,,,,,,0.0010450165555555557,,,,,,,1
2020-09-28 10:07:49.160128766,,,,,,,,,0,,,,,,,,1
2020-09-28 10:07:49.160128766,,,0,,,,,,,,,,,,,,1
2020-09-28 10:07:49.160128766,0,,,,,,,,,,,,,,,,1
2020-09-28 10:07:49.160128766,,,,,,,,,,,,NaN,,,,,1
2020-09-28 10:07:49.160128766,,,,,,,,,,,NaN,,,,,,1
2020-09-28 10:07:49.160128766,,,,,,,,,,,,,,,0.0019940072222218597,,1
2020-09-28 10:07:49.160128766,,,,0,,,,,,,,,,,,,1
2020-09-28 10:07:50.160128767,,,,,,,,,,,,,,0.0009633226666667168,,,1
2020-09-28 10:07:50.160128767,,,,,,,,,,,,,,,0.0018368851111107728,,1
2020-09-28 10:07:50.160128767,,,0,,,,,,,,,,,,,,1
2020-09-28 10:07:50.160128767,,,,,,,0,,,,,,,,,,1
2020-09-28 10:07:50.160128767,,,,,,0,,,,,,,,,,,1
2020-09-28 10:07:50.160128767,,,,,,,,0,,,,,,,,,1
2020-09-28 10:07:50.160128767,0,,,,,,,,,,,,,,,,1
2020-09-28 10:07:50.160128767,,,,,,,,,0,,,,,,,,1
2020-09-28 10:07:50.160128767,,,,,,,,,,0.0010821314444444674,,,,,,,1
2020-09-28 10:07:50.160128767,,,,,,,,,,,,NaN,,,,,1
2020-09-28 10:07:50.160128767,,,,,,,,,,,NaN,,,,,,1
2020-09-28 10:07:50.160128767,,,,0,,,,,,,,,,,,,1
2020-09-28 10:07:50.160128767,,,,,0,,,,,,,,,,,,1
2020-09-28 10:07:51.160128767,,,,,,,,0,,,,,,,,,1
2020-09-28 10:07:51.160128767,,,,,,,0,,,,,,,,,,1
2020-09-28 10:07:51.160128767,,,,,,,,,,,,,,,0.0017985867777774445,,1
2020-09-28 10:07:51.160128767,,,0,,,,,,,,,,,,,,1
2020-09-28 10:07:51.160128767,,,,,,,,,0,,,,,,,,1
2020-09-28 10:07:51.160128767,,,,,,,,,,,NaN,,,,,,1
2020-09-28 10:07:51.160128767,,,,,,,,,,,,,,0.0009708171111111577,,,1
2020-09-28 10:07:51.160128767,,,,,,,,,,,,NaN,,,,,1
2020-09-28 10:07:51.160128767,,,,,,0,,,,,,,,,,,1
2020-09-28 10:07:51.160128767,,,,,,,,,,0.0010184371111110974,,,,,,,1
2020-09-28 10:07:51.160128767,0,,,,,,,,,,,,,,,,1
2020-09-28 10:07:51.160128767,,,,0,,,,,,,,,,,,,1
2020-09-28 10:07:51.160128767,,,,,0,,,,,,,,,,,,1
2020-09-28 10:07:52.160128767,,,,,,,,,0,,,,,,,,1
2020-09-28 10:07:52.160128767,,,,,,,0,,,,,,,,,,1
2020-09-28 10:07:52.160128767,,,,,,,,,,,NaN,,,,,,1
2020-09-28 10:07:52.160128767,0,,,,,,,,,,,,,,,,1
2020-09-28 10:07:52.160128767,,,,,,,,,,0.0010180868888889113,,,,,,,1
2020-09-28 10:07:52.160128767,,,,,,0,,,,,,,,,,,1
2020-09-28 10:07:52.160128767,,,,,,,,,,,,,,0.0010020982222222784,,,1
2020-09-28 10:07:52.160128767,,,,,0,,,,,,,,,,,,1
2020-09-28 10:07:52.160128767,,,0,,,,,,,,,,,,,,1
2020-09-28 10:07:52.160128767,,,,,,,,,,,,,,,0.0017297131111108951,,1
2020-09-28 10:07:52.160128767,,,,0,,,,,,,,,,,,,1
2020-09-28 10:07:52.160128767,,,,,,,,,,,,NaN,,,,,1
2020-09-28 10:07:52.160128767,,,,,,,,0,,,,,,,,,1
2020-09-28 10:07:53.160128767,0,,,,,,,,,,,,,,,,1
2020-09-28 10:07:53.160128767,,,,,,,0,,,,,,,,,,1
2020-09-28 10:07:53.160128767,,,,,,,,,,,NaN,,,,,,1
2020-09-28 10:07:53.160128767,,,,,,,,,,,,,,,0.0017982021111109248,,1
2020-09-28 10:07:53.160128767,,,,,0,,,,,,,,,,,,1
2020-09-28 10:07:53.160128767,,,,,,,,0,,,,,,,,,1
2020-09-28 10:07:53.160128767,,,,,,,,,,0.0011101561111111183,,,,,,,1
2020-09-28 10:07:53.160128767,,,,,,,,,,,,,,0.0010098472222222672,,,1
2020-09-28 10:07:53.160128767,,,,,,0,,,,,,,,,,,1
2020-09-28 10:07:53.160128767,,,,,,,,,0,,,,,,,,1
2020-09-28 10:07:53.160128767,,,0,,,,,,,,,,,,,,1
2020-09-28 10:07:53.160128767,,,,,,,,,,,,NaN,,,,,1
2020-09-28 10:07:53.160128767,,,,0,,,,,,,,,,,,,1
2020-09-28 10:07:54.160128767,,,,,,,,,,,,,,,0.001791680666666314,,1
2020-09-28 10:07:54.160128767,,,,,,,0,,,,,,,,,,1
2020-09-28 10:07:54.160128767,,,,,,,,,,,,NaN,,,,,1
2020-09-28 10:07:54.160128767,0,,,,,,,,,,,,,,,,1
2020-09-28 10:07:54.160128767,,,,0,,,,,,,,,,,,,1
2020-09-28 10:07:54.160128767,,,,,0,,,,,,,,,,,,1
2020-09-28 10:07:54.160128767,,,,,,,,,,0.0011083270000000016,,,,,,,1
2020-09-28 10:07:54.160128767,,,,,,,,,0,,,,,,,,1
2020-09-28 10:07:54.160128767,,,,,,,,,,,NaN,,,,,,1
2020-09-28 10:07:54.160128767,,,,,,0,,,,,,,,,,,1
2020-09-28 10:07:54.160128767,,,,,,,,,,,,,,0.0010309960000000433,,,1
2020-09-28 10:07:54.160128767,,,,,,,,0,,,,,,,,,1
2020-09-28 10:07:54.160128767,,,0,,,,,,,,,,,,,,1
2020-09-28 10:07:55.160128767,,,,,,,,,0,,,,,,,,1
2020-09-28 10:07:55.160128767,,,,,,,,,,0.0011804448888888728,,,,,,,1
2020-09-28 10:07:55.160128767,,,,,,0,,,,,,,,,,,1
2020-09-28 10:07:55.160128767,,,,,0,,,,,,,,,,,,1
2020-09-28 10:07:55.160128767,,,,0,,,,,,,,,,,,,1
2020-09-28 10:07:55.160128767,,,,,,,,,,,,NaN,,,,,1
2020-09-28 10:07:55.160128767,,,0,,,,,,,,,,,,,,1
2020-09-28 10:07:55.160128767,,,,,,,,0,,,,,,,,,1
2020-09-28 10:07:55.160128767,0,,,,,,,,,,,,,,,,1
2020-09-28 10:07:55.160128767,,,,,,,,,,,,,,,0.0018197113333331158,,1
2020-09-28 10:07:55.160128767,,,,,,,0,,,,,,,,,,1
2020-09-28 10:07:55.160128767,,,,,,,,,,,NaN,,,,,,1
2020-09-28 10:07:55.160128767,,,,,,,,,,,,,,0.0010336230000000453,,,1
2020-09-28 10:07:56.160128767,0,,,,,,,,,,,,,,,,1
2020-09-28 10:07:56.160128767,,,,,,,,,0,,,,,,,,1
