timestamp,Shipping 200,labels,Catalogue 200,Cart 200,Orders 200,Payment 200,User 200,Frontend 405,Frontend 200,Catalogue Latency,Shipping Latency,Cart Latency,Orders Latency,Payment Latency,User Latency,Frontend Latency,anomaly_delay
2020-09-25 13:31:57.160104071,8.47457627118644,,,,,,,,,,,,,,,,0
2020-09-25 13:31:57.160104071,,,,,,,,,,,,NaN,,,,,0
2020-09-25 13:31:57.160104071,,,,,,,59.32203389830508,,,,,,,,,,0
2020-09-25 13:31:57.160104071,,,,,,8.47457627118644,,,,,,,,,,,0
2020-09-25 13:31:57.160104071,,,,,,,,,,,,,,0.0017867691999999878,,,0
2020-09-25 13:31:57.160104071,,,,,8.47443263673497,,,,,,,,,,,,0
2020-09-25 13:31:57.160104071,,,,,,,,0,,,,,,,,,0
2020-09-25 13:31:57.160104071,,,,,,,,,,,,,,,,0.003831421238095602,0
2020-09-25 13:31:57.160104071,,,,,,,,,,,,,0.006447447000000217,,,,0
2020-09-25 13:31:57.160104071,,,,,,,,,,,NaN,,,,,,0
2020-09-25 13:31:57.160104071,,,,,,,,,,,,,,,0.0012486016875002217,,0
2020-09-25 13:31:57.160104071,,,,33.89830508474576,,,,,,,,,,,,,0
2020-09-25 13:31:57.160104071,,,105.08474576271185,,,,,,,,,,,,,,0
2020-09-25 13:31:57.160104071,,,,,,,,,179.66101694915253,,,,,,,,0
2020-09-25 13:31:57.160104071,,,,,,,,,,0.0012806012380952435,,,,,,,0
2020-09-25 13:31:58.160104071,,,,,,,,,,,0.0007856059999999943,,,,,,0
2020-09-25 13:31:58.160104071,,,,,,,,0,,,,,,,,,0
2020-09-25 13:31:58.160104071,,,,33.89830508474576,,,,,,,,,,,,,0
2020-09-25 13:31:58.160104071,,,101.69319164081965,,,,,,,,,,,,,,0
2020-09-25 13:31:58.160104071,,,,,,,,,177.96610169491524,,,,,,,,0
2020-09-25 13:31:58.160104071,,,,,,,59.32203389830508,,,,,,,,,,0
2020-09-25 13:31:58.160104071,,,,,,,,,,,,,,0.0019997694444445894,,,0
2020-09-25 13:31:58.160104071,,,,,,,,,,0.0013677873333334035,,,,,,,0
2020-09-25 13:31:58.160104071,,,,,,,,,,,,NaN,,,,,0
2020-09-25 13:31:58.160104071,10.169491525423728,,,,,,,,,,,,,,,,0
2020-09-25 13:31:58.160104071,,,,,,8.47457627118644,,,,,,,,,,,0
2020-09-25 13:31:58.160104071,,,,,8.477162524159914,,,,,,,,,,,,0
2020-09-25 13:31:58.160104071,,,,,,,,,,,,,,,,0.004422601666666044,0
2020-09-25 13:31:58.160104071,,,,,,,,,,,,,,,0.0017403390000002698,,0
2020-09-25 13:31:58.160104071,,,,,,,,,,,,,NaN,,,,0
2020-09-25 13:31:59.160104071,,,,40.67796610169491,,,,,,,,,,,,,0
2020-09-25 13:31:59.160104071,,,,,,,,,,,0.0007856059999999943,,,,,,0
2020-09-25 13:31:59.160104071,10.169491525423728,,,,,,,,,,,,,,,,0
2020-09-25 13:31:59.160104071,,,,,,,,,,,,,,,,0.0042328703571421385,0
2020-09-25 13:31:59.160104071,,,108.47457627118644,,,,,,,,,,,,,,0
2020-09-25 13:31:59.160104071,,,,,,,,,199.99999999999997,,,,,,,,0
2020-09-25 13:31:59.160104071,,,,,,,,,,,,,0.01900271500000006,,,,0
2020-09-25 13:31:59.160104071,,,,,,,,,,,,,,0.0018401595000000742,,,0
2020-09-25 13:31:59.160104071,,,,,,,,,,,,,,,0.0012053450000001475,,0
2020-09-25 13:31:59.160104071,,,,,10.169491525423728,,,,,,,,,,,,0
2020-09-25 13:31:59.160104071,,,,,,,,0,,,,,,,,,0
