timestamp,Shipping 200,labels,Catalogue 200,Cart 200,Orders 200,Payment 200,User 200,Frontend 405,Frontend 200,Catalogue Latency,Shipping Latency,Cart Latency,Orders Latency,Payment Latency,User Latency,Frontend Latency,anomaly_delay
2020-09-25 11:55:56.160103495,8.47457627118644,,,,,,,,,,,,,,,,0
2020-09-25 11:55:56.160103495,,,,,,,,,,,,0.002644559499999997,,,,,0
2020-09-25 11:55:56.160103495,,,,,,,59.32203389830508,,,,,,,,,,0
2020-09-25 11:55:56.160103495,,,,,,8.47457627118644,,,,,,,,,,,0
2020-09-25 11:55:56.160103495,,,,,,,,,,,,,,0.0017630431999999913,,,0
2020-09-25 11:55:56.160103495,,,,,8.47443263673497,,,,,,,,,,,,0
2020-09-25 11:55:56.160103495,,,,,,,,0,,,,,,,,,0
2020-09-25 11:55:56.160103495,,,,,,,,,,,,,,,,0.004079793809523893,0
2020-09-25 11:55:56.160103495,,,,,,,,,,,,,0.011262817999999952,,,,0
2020-09-25 11:55:56.160103495,,,,,,,,,,,0.0009908419999999916,,,,,,0
2020-09-25 11:55:56.160103495,,,,,,,,,,,,,,,0.0012939657500000005,,0
2020-09-25 11:55:56.160103495,,,,33.89830508474576,,,,,,,,,,,,,0
2020-09-25 11:55:56.160103495,,,115.2542372881356,,,,,,,,,,,,,,0
2020-09-25 11:55:56.160103495,,,,,,,,,189.83050847457625,,,,,,,,0
2020-09-25 11:55:56.160103495,,,,,,,,,,0.0013139907142857123,,,,,,,0
2020-09-25 11:55:57.160103495,,,,,,,,,,,NaN,,,,,,0
2020-09-25 11:55:57.160103495,,,,,,,,0,,,,,,,,,0
2020-09-25 11:55:57.160103495,,,,33.89830508474576,,,,,,,,,,,,,0
2020-09-25 11:55:57.160103495,,,106.77966101694913,,,,,,,,,,,,,,0
2020-09-25 11:55:57.160103495,,,,,,,,,181.3559322033898,,,,,,,,0
2020-09-25 11:55:57.160103495,,,,,,,59.32203389830508,,,,,,,,,,0
2020-09-25 11:55:57.160103495,,,,,,,,,,,,,,0.0016689455999999879,,,0
2020-09-25 11:55:57.160103495,,,,,,,,,,0.0014136643809523801,,,,,,,0
2020-09-25 11:55:57.160103495,,,,,,,,,,,,NaN,,,,,0
2020-09-25 11:55:57.160103495,8.47457627118644,,,,,,,,,,,,,,,,0
2020-09-25 11:55:57.160103495,,,,,,8.47457627118644,,,,,,,,,,,0
2020-09-25 11:55:57.160103495,,,,,8.474719910506959,,,,,,,,,,,,0
2020-09-25 11:55:57.160103495,,,,,,,,,,,,,,,,0.004079793809523893,0
2020-09-25 11:55:57.160103495,,,,,,,,,,,,,,,0.0014638643750000055,,0
2020-09-25 11:55:57.160103495,,,,,,,,,,,,,0.01126281799999995,,,,0
2020-09-25 11:55:58.160103495,,,,33.89830508474576,,,,,,,,,,,,,0
2020-09-25 11:55:58.160103495,,,,,,,,,,,NaN,,,,,,0
2020-09-25 11:55:58.160103495,8.47457627118644,,,,,,,,,,,,,,,,0
2020-09-25 11:55:58.160103495,,,,,,,,,,,,,,,,0.0037578185000001576,0
2020-09-25 11:55:58.160103495,,,101.69319164081965,,,,,,,,,,,,,,0
2020-09-25 11:55:58.160103495,,,,,,,,,177.96610169491524,,,,,,,,0
2020-09-25 11:55:58.160103495,,,,,,,,,,,,,NaN,,,,0
2020-09-25 11:55:58.160103495,,,,,,,,,,,,,,0.0018465523333333193,,,0
2020-09-25 11:55:58.160103495,,,,,,,,,,,,,,,0.002117407444444454,,0
2020-09-25 11:55:58.160103495,,,,,8.47457627118644,,,,,,,,,,,,0
2020-09-25 11:55:58.160103495,,,,,,,,0,,,,,,,,,0
2020-09-25 11:55:58.160103495,,,,,,,59.32203389830508,,,,,,,,,,0
2020-09-25 11:55:58.160103495,,,,,,8.47457627118644,,,,,,,,,,,0
2020-09-25 11:55:58.160103495,,,,,,,,,,,,NaN,,,,,0
2020-09-25 11:55:58.160103495,,,,,,,,,,0.001797871124999996,,,,,,,0
2020-09-25 11:55:59.160103495,,,,,,,,,199.99999999999997,,,,,,,,0
2020-09-25 11:55:59.160103495,,,,40.67796610169491,,,,,,,,,,,,,0
2020-09-25 11:55:59.160103495,,,,,,,,0,,,,,,,,,0
2020-09-25 11:55:59.160103495,,,,,,,,,,,,,,,0.0014662183125000083,,0
2020-09-25 11:55:59.160103495,,,106.77966101694916,,,,,,,,,,,,,,0
2020-09-25 11:55:59.160103495,,,,,,,,,,,,,0.012608186000000021,,,,0
2020-09-25 11:55:59.160103495,,,,,,,,,,0.001972178642857136,,,,,,,0
2020-09-25 11:55:59.160103495,,,,,,10.169491525423728,,,,,,,,,,,0
2020-09-25 11:55:59.160103495,,,,,10.169319164081966,,,,,,,,,,,,0
2020-09-25 11:55:59.160103495,,,,,,,71.18644067796609,,,,,,,,,,0
2020-09-25 11:55:59.160103495,,,,,,,,,,,,,,0.0014751297999999915,,,0
2020-09-25 11:55:59.160103495,,,,,,,,,,,,0.002892750499999989,,,,,0
