timestamp,Shipping 200,labels,Catalogue 200,Cart 200,Orders 200,Payment 200,User 200,Frontend 405,Frontend 200,Catalogue Latency,Shipping Latency,Cart Latency,Orders Latency,Payment Latency,User Latency,Frontend Latency,anomaly_delay
2020-09-25 10:46:15.160103077,0,,,,,,,,,,,,,,,,1
2020-09-25 10:46:15.160103077,,,,,,,,,0,,,,,,,,1
2020-09-25 10:46:15.160103077,,,,,,,28.8135593220339,,,,,,,,,,1
2020-09-25 10:46:15.160103077,,,,,,,,,,0.0010367969473684183,,,,,,,1
2020-09-25 10:46:15.160103077,,,,,,0,,,,,,,,,,,1
2020-09-25 10:46:15.160103077,,,,,,,,,,,NaN,,,,,,1
2020-09-25 10:46:15.160103077,,,,,,,,,,,,0.0026451356666666497,,,,,1
2020-09-25 10:46:15.160103077,,,,,0,,,,,,,,,,,,1
2020-09-25 10:46:15.160103077,,,,,,,,,,,,,NaN,,,,1
2020-09-25 10:46:15.160103077,,,,28.8135593220339,,,,,,,,,,,,,1
2020-09-25 10:46:15.160103077,,,,,,,,,,,,,,0.002299793999999997,,,1
2020-09-25 10:46:15.160103077,,,,,,,,,,,,,,,0.0016917955000000718,,1
2020-09-25 10:46:15.160103077,,,86.4406779661017,,,,,,,,,,,,,,1
2020-09-25 10:46:15.160103077,,,,,,,,0,,,,,,,,,1
2020-09-25 10:46:16.160103077,,,,,,,,,,,,0.0026451356666666497,,,,,1
2020-09-25 10:46:16.160103077,,,,,,,,,,0.0010772806315789314,,,,,,,1
2020-09-25 10:46:16.160103077,,,,,,,28.8135593220339,,,,,,,,,,1
2020-09-25 10:46:16.160103077,,,,,,,,,,,,,,0.0018927883333333087,,,1
2020-09-25 10:46:16.160103077,,,,,0,,,,,,,,,,,,1
2020-09-25 10:46:16.160103077,,,,,,,,0,,,,,,,,,1
2020-09-25 10:46:16.160103077,,,,,,,,,,,,,NaN,,,,1
2020-09-25 10:46:16.160103077,,,,,,,,,,,NaN,,,,,,1
2020-09-25 10:46:16.160103077,,,84.7457627118644,,,,,,,,,,,,,,1
2020-09-25 10:46:16.160103077,,,,,,,,,0,,,,,,,,1
2020-09-25 10:46:16.160103077,,,,,,0,,,,,,,,,,,1
2020-09-25 10:46:16.160103077,,,,,,,,,,,,,,,0.0017655604166667352,,1
2020-09-25 10:46:16.160103077,0,,,,,,,,,,,,,,,,1
2020-09-25 10:46:16.160103077,,,,28.8135593220339,,,,,,,,,,,,,1
2020-09-25 10:46:17.160103077,,,,28.8135593220339,,,,,,,,,,,,,1
2020-09-25 10:46:17.160103077,,,,,,,,,,0.0010390517368421004,,,,,,,1
2020-09-25 10:46:17.160103077,,,,,,,,,,,,0.0026451356666666497,,,,,1
2020-09-25 10:46:17.160103077,,,,,,,,,,,,,NaN,,,,1
2020-09-25 10:46:17.160103077,,,,,,,,0,,,,,,,,,1
2020-09-25 10:46:17.160103077,,,,,,,,,,,NaN,,,,,,1
2020-09-25 10:46:17.160103077,,,,,,,,,0,,,,,,,,1
2020-09-25 10:46:17.160103077,,,,,0,,,,,,,,,,,,1
2020-09-25 10:46:17.160103077,,,84.7457627118644,,,,,,,,,,,,,,1
2020-09-25 10:46:17.160103077,,,,,,,,,,,,,,,0.001810276750000059,,1
2020-09-25 10:46:17.160103077,,,,,,,,,,,,,,0.0017776102222221764,,,1
2020-09-25 10:46:17.160103077,,,,,,,28.8135593220339,,,,,,,,,,1
2020-09-25 10:46:17.160103077,,,,,,0,,,,,,,,,,,1
2020-09-25 10:46:17.160103077,0,,,,,,,,,,,,,,,,1
2020-09-25 10:46:18.160103077,,,,28.8135593220339,,,,,,,,,,,,,1
2020-09-25 10:46:18.160103077,,,,,,,,,,,NaN,,,,,,1
2020-09-25 10:46:18.160103077,,,,,,,,,,,,,,0.0017437276666665527,,,1
2020-09-25 10:46:18.160103077,,,,,,,,,,,,0.0026451356666666497,,,,,1
2020-09-25 10:46:18.160103077,,,,,,,28.8135593220339,,,,,,,,,,1
2020-09-25 10:46:18.160103077,0,,,,,,,,,,,,,,,,1
2020-09-25 10:46:18.160103077,,,,,,0,,,,,,,,,,,1
2020-09-25 10:46:18.160103077,,,,,,,,0,,,,,,,,,1
2020-09-25 10:46:18.160103077,,,,,0,,,,,,,,,,,,1
2020-09-25 10:46:18.160103077,,,,,,,,,,,,,NaN,,,,1
