timestamp,Shipping 200,labels,Catalogue 200,Cart 200,Orders 200,Payment 200,User 200,Frontend 405,Frontend 200,Catalogue Latency,Shipping Latency,Cart Latency,Orders Latency,Payment Latency,User Latency,Frontend Latency,anomaly_delay
2020-09-28 09:50:59.160128665,8.47457627118644,,,,,,,,,,,,,,,,0
2020-09-28 09:50:59.160128665,,,,,,,,,,,,0.0015976357499999788,,,,,0
2020-09-28 09:50:59.160128665,,,,,,,59.32203389830508,,,,,,,,,,0
2020-09-28 09:50:59.160128665,,,,,,8.477162524159914,,,,,,,,,,,0
2020-09-28 09:50:59.160128665,,,,,,,,,,,,,,0.0008686676000000394,,,0
2020-09-28 09:50:59.160128665,,,,,8.47457627118644,,,,,,,,,,,,0
2020-09-28 09:50:59.160128665,,,,,,,,0,,,,,,,,,0
2020-09-28 09:50:59.160128665,,,,,,,,,,,,,,,,0.003444441238095292,0
2020-09-28 09:50:59.160128665,,,,,,,,,,,,,NaN,,,,0
2020-09-28 09:50:59.160128665,,,,,,,,,,,0.0008255700000000532,,,,,,0
2020-09-28 09:50:59.160128665,,,,,,,,,,,,,,,0.001792856374999977,,0
2020-09-28 09:50:59.160128665,,,,33.89830508474576,,,,,,,,,,,,,0
2020-09-28 09:50:59.160128665,,,101.69491525423729,,,,,,,,,,,,,,0
2020-09-28 09:50:59.160128665,,,,,,,,,179.66101694915253,,,,,,,,0
2020-09-28 09:50:59.160128665,,,,,,,,,,0.0010337712352941864,,,,,,,0
2020-09-28 09:51:00.160128666,,,,,,,,,,,NaN,,,,,,0
2020-09-28 09:51:00.160128666,,,,,,,,0,,,,,,,,,0
2020-09-28 09:51:00.160128666,,,,33.89830508474576,,,,,,,,,,,,,0
2020-09-28 09:51:00.160128666,,,101.69491525423729,,,,,,,,,,,,,,0
2020-09-28 09:51:00.160128666,,,,,,,,,177.96610169491524,,,,,,,,0
2020-09-28 09:51:00.160128666,,,,,,,59.32203389830508,,,,,,,,,,0
2020-09-28 09:51:00.160128666,,,,,,,,,,,,,,0.0009312750000000708,,,0
2020-09-28 09:51:00.160128666,,,,,,,,,,0.0010936563333333778,,,,,,,0
2020-09-28 09:51:00.160128666,,,,,,,,,,,,NaN,,,,,0
2020-09-28 09:51:00.160128666,8.47457627118644,,,,,,,,,,,,,,,,0
2020-09-28 09:51:00.160128666,,,,,,8.47457627118644,,,,,,,,,,,0
2020-09-28 09:51:00.160128666,,,,,8.47457627118644,,,,,,,,,,,,0
2020-09-28 09:51:00.160128666,,,,,,,,,,,,,,,,0.0038227376000000038,0
2020-09-28 09:51:00.160128666,,,,,,,,,,,,,,,0.003195643444444427,,0
2020-09-28 09:51:00.160128666,,,,,,,,,,,,,NaN,,,,0
2020-09-28 09:51:01.160128666,,,,40.67796610169491,,,,,,,,,,,,,0
2020-09-28 09:51:01.160128666,,,,,,,,,,,0.0008014069999999762,,,,,,0
2020-09-28 09:51:01.160128666,10.169491525423728,,,,,,,,,,,,,,,,0
2020-09-28 09:51:01.160128666,,,,,,,,,,,,,,,,0.003138740714285668,0
2020-09-28 09:51:01.160128666,,,113.5593220338983,,,,,,,,,,,,,,0
2020-09-28 09:51:01.160128666,,,,,,,,,201.6949152542373,,,,,,,,0
2020-09-28 09:51:01.160128666,,,,,,,,,,,,,0.00720626300000049,,,,0
2020-09-28 09:51:01.160128666,,,,,,,,,,,,,,0.0009358911111111547,,,0
2020-09-28 09:51:01.160128666,,,,,,,,,,,,,,,0.0018583637500000083,,0
2020-09-28 09:51:01.160128666,,,,,10.169491525423728,,,,,,,,,,,,0
2020-09-28 09:51:01.160128666,,,,,,,,0,,,,,,,,,0
2020-09-28 09:51:01.160128666,,,,,,,71.18644067796609,,,,,,,,,,0
2020-09-28 09:51:01.160128666,,,,,,8.47457627118644,,,,,,,,,,,0
2020-09-28 09:51:01.160128666,,,,,,,,,,,,0.0017685947500000188,,,,,0
2020-09-28 09:51:01.160128666,,,,,,,,,,0.000943944875000012,,,,,,,0
2020-09-28 09:51:02.160128666,,,,,,,,,210.1694915254237,,,,,,,,0
2020-09-28 09:51:02.160128666,,,,40.67796610169491,,,,,,,,,,,,,0
2020-09-28 09:51:02.160128666,,,,,,,,0,,,,,,,,,0
